chapter	I10CODE	I10NAME	FinalI11Code	FinalI11Name	FinalPostcoor	FinalPostcoDesc	FinalMaptype
20	W10.9XXA	Fall (on) (from) unspecified stairs and steps, initial encounter	PA6Z	Unintentional fall from unspecified height	NULL		3. only partial map possible
20	W18.30XA	Fall on same level, unspecified, initial encounter	PA60	Unintentional fall on the same level or from less than 1 metre	NULL	NULL	3. only partial map possible
20	W18.39XA	Other fall on same level, initial encounter	PA60	Unintentional fall on the same level or from less than 1 metre	NULL	NULL	3. only partial map possible
20	W19.XXXA	Unspecified fall, initial encounter	PA6Z	Unintentional fall from unspecified height	NULL	NULL	3. only partial map possible
20	W19.XXXD	Unspecified fall, subsequent encounter	PA6Z	Unintentional fall from unspecified height	NULL		3. only partial map possible
20	W22.8XXA	Striking against or struck by other objects, initial encounter	PA82	Unintentional striking against stationary object	NULL	NULL	3. only partial map possible
20	W57.XXXA	Bitten or stung by nonvenomous insect and other nonvenomous arthropods, initial encounter	PE15	Assault by being bitten by animal	NULL	NULL	3. only partial map possible
20	X50.1XXA	Overexertion from prolonged static or awkward postures, initial encounter	NF07.Y	Other specified effects of deprivation	NULL		3. only partial map possible
20	X58.XXXA	Exposure to other specified factors, initial encounter	PB6Z	Unspecified unintentional cause of morbidity or mortality	NULL	NULL	3. only partial map possible
20	X58.XXXD	Exposure to other specified factors, subsequent encounter	PB6Y	Other unintentional cause of morbidity or mortality	NULL		3. only partial map possible
20	Y83.1	Surgical operation with implant of artificial internal device as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure	PK9B.2	General or plastic surgery devices associated with injury or harm, prosthetic or other implants, materials or accessory devices	NULL		3. only partial map possible
20	Y83.2	Surgical operation with anastomosis, bypass or graft as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure	PK8Y	Other specified surgical or other medical procedures associated with injury or harm in diagnostic or therapeutic use	NULL		3. only partial map possible
20	Y83.8	Other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure	PK8Z	Surgical or other medical procedures associated with injury or harm in diagnostic or therapeutic use, unspecified	NULL	NULL	3. only partial map possible
20	Y84.6	Urinary catheterization as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure	PK93.10	Gastroenterology or urology devices associated with injury or harm, urinary catheter	NULL	NULL	3. only partial map possible
20	Y84.8	Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure	PK8Y	Other specified surgical or other medical procedures associated with injury or harm in diagnostic or therapeutic use	NULL	NULL	3. only partial map possible
20	Y92.009	Unspecified place in unspecified non-institutional (private) residence as the place of occurrence of the external cause	PL2Z	External causes of morbidity or mortality, unspecified	NULL	NULL	3. only partial map possible
20	Y95	Nosocomial condition	QB1Y	Other specified factors related to medical facilities and other health care	NULL	NULL	3. only partial map possible
21	Z00.00	Encounter for general adult medical examination without abnormal findings	QA00.0	General adult medical examination	NULL	NULL	1. full map by precoordination
21	Z01.810	Encounter for preprocedural cardiovascular examination	QA0B	Preprocedural examination	NULL	NULL	3. only partial map possible
21	Z01.812	Encounter for preprocedural laboratory examination	QA0B	Preprocedural examination	NULL	NULL	3. only partial map possible
21	Z01.818	Encounter for other preprocedural examination	QA0B	Preprocedural examination	NULL		3. only partial map possible
21	Z12.11	Encounter for screening for malignant neoplasm of colon	QA09.1	Special screening examination for neoplasm of intestinal tract	QA09.1&XA03U9	Special screening examination for neoplasm of intestinal tract & Colon	2. full map by postcoordination
21	Z12.31	Encounter for screening mammogram for malignant neoplasm of breast	QA09.3	Special screening examination for neoplasm of breast	NULL		3. only partial map possible
21	Z12.5	Encounter for screening for malignant neoplasm of prostate	QA09.5	Special screening examination for neoplasm of prostate	NULL		1. full map by precoordination
21	Z23	Encounter for immunization	QC02.Z	Need for immunization against certain specified single infectious diseases, unspecified	NULL		3. only partial map possible
21	Z51.5	Encounter for palliative care	QB9B	Palliative care	NULL	NULL	1. full map by precoordination
21	Z51.81	Encounter for therapeutic drug level monitoring	QB9Y	Other specified contact with health services for nonsurgical interventions not involving devices	NULL		3. only partial map possible
21	Z66	Do not resuscitate	QB0Y	Other specified health care related circumstances influencing the episode of care without injury or harm	NULL		3. only partial map possible
21	Z68.1	Body mass index (BMI) 19.9 or less, adult	QF4Y	Other specified factors influencing health status or contact with health services	NULL		3. only partial map possible
21	Z78.0	Asymptomatic menopausal state	GA30.00	Menopausal or female climacteric states	NULL		1. full map by precoordination
21	Z79.01	Long term (current) use of anticoagulants	QC48.0	Personal history of long-term use of anticoagulants	NULL	NULL	1. full map by precoordination
21	Z79.02	Long term (current) use of antithrombotics/antiplatelets	QC48.Y	Other specified personal history of medical treatment	NULL	NULL	3. only partial map possible
21	Z79.4	Long term (current) use of insulin	QC48.Y	Other specified personal history of medical treatment	NULL	NULL	3. only partial map possible
21	Z79.82	Long term (current) use of aspirin	QC48.Y	Other specified personal history of medical treatment	NULL	NULL	3. only partial map possible
21	Z79.84	Long term (current) use of oral hypoglycemic drugs	QC48.Y	Other specified personal history of medical treatment	NULL	NULL	3. only partial map possible
21	Z79.899	Other long term (current) drug therapy	QC48.Y	Other specified personal history of medical treatment	NULL	NULL	3. only partial map possible
21	Z82.49	Family history of ischemic heart disease and other diseases of the circulatory system	QC67	Family history of ischaemic heart disease or other diseases of the circulatory system	NULL	NULL	3. only partial map possible
21	Z85.3	Personal history of malignant neoplasm of breast	QC40.3	Personal history of malignant neoplasm of breast	NULL	NULL	1. full map by precoordination
21	Z86.718	Personal history of other venous thrombosis and embolism	QC4Y	Personal history of other specified health problems	NULL	NULL	3. only partial map possible
21	Z86.73	Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits	QC47	Personal history of diseases of the nervous system or sense organs	QC47/8B10.Z/8B11.5Z	Personal history of diseases of the nervous system or sense organs / Transient ischaemic attack, unspecified / Cerebral ischaemic stroke, unspecified	2. full map by postcoordination
21	Z87.891	Personal history of nicotine dependence	QC46	Personal history of mental or behavioural disorder	QC46/6C4A.2Z	Personal history of mental or behavioural disorder / Nicotine dependence, unspecified	2. full map by postcoordination
