icd9cm;icd9_title;icd10cm;Maptype
E8705;Accidental cut, puncture, perforation or hemorrhage during aspiration of fluid or tissue, puncture, and catheterization;T41.5X3A;manual matching
74345;Aniridia;Q131;general equivalence mapping(medicare)
0270;Listeriosis;A3211;general equivalence mapping(medicare)
0270;Listeriosis;A3212;general equivalence mapping(medicare)
0270;Listeriosis;A327;general equivalence mapping(medicare)
0270;Listeriosis;A3281;general equivalence mapping(medicare)
0270;Listeriosis;A3289;general equivalence mapping(medicare)
0270;Listeriosis;A329;general equivalence mapping(medicare)
E9329;Other and unspecified hormones and synthetic substitutes causing adverse effects in therapeutic use;NoDx;general equivalence mapping(medicare)
E9329;Other and unspecified hormones and synthetic substitutes causing adverse effects in therapeutic use;T51.90XA;manual matching
1800;Malignant neoplasm of endocervix;C530;general equivalence mapping(medicare)
80362;Other open skull fracture with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness;S0291XB;general equivalence mapping(medicare)
80362;Other open skull fracture with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness;S06331A;general equivalence mapping(medicare)
80362;Other open skull fracture with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness;S06332A;general equivalence mapping(medicare)
71987;Other specified disorders of joint, ankle and foot;M25173;general equivalence mapping(medicare)
71987;Other specified disorders of joint, ankle and foot;M25176;general equivalence mapping(medicare)
71987;Other specified disorders of joint, ankle and foot;M25879;general equivalence mapping(medicare)
31223;Socialized conduct disorder, severe;F912;general equivalence mapping(medicare)
E8163;Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger on motorcycle;V285XXA;general equivalence mapping(medicare)
80238;Open fracture of mandible, body, other and unspecified;S02600B;general equivalence mapping(medicare)
99653;Mechanical complication due to ocular lens prosthesis;T8529XA;general equivalence mapping(medicare)
74732;Pulmonary arteriovenous malformation;Q2572;general equivalence mapping(medicare)
3316;Corticobasal degeneration;G3185;general equivalence mapping(medicare)
9550;Injury to axillary nerve;S4430XA;general equivalence mapping(medicare)
66103;Primary uterine inertia, antepartum condition or complication;O620;general equivalence mapping(medicare)
59681;Infection of cystostomy;N99511;general equivalence mapping(medicare)
5890;Unilateral small kidney;N270;general equivalence mapping(medicare)
66451;Vulvar and perineal hematoma, delivered, with or without mention of antepartum condition;O717;general equivalence mapping(medicare)
37990;Disorder of eye, unspecified;H579;general equivalence mapping(medicare)
E9589;Suicide and self-inflicted injury by unspecified means;X838XXA;general equivalence mapping(medicare)
75019;Other congenital anomalies of tongue;Q383;general equivalence mapping(medicare)
V606;Person living in residential institution;Z593;general equivalence mapping(medicare)
V606;Passenger in heavy transport vehicle injured in collision with pedestrian or animal in traffic accident;Z593;general equivalence mapping(medicare)
33983;Primary cough headache;G4483;general equivalence mapping(medicare)
6802;Carbuncle and furuncle of trunk;L02221;general equivalence mapping(medicare)
6802;Carbuncle and furuncle of trunk;L02222;general equivalence mapping(medicare)
6802;Carbuncle and furuncle of trunk;L02223;general equivalence mapping(medicare)
6802;Carbuncle and furuncle of trunk;L02224;general equivalence mapping(medicare)
6802;Carbuncle and furuncle of trunk;L02225;general equivalence mapping(medicare)
6802;Carbuncle and furuncle of trunk;L02226;general equivalence mapping(medicare)
6802;Carbuncle and furuncle of trunk;L02229;general equivalence mapping(medicare)
6802;Carbuncle and furuncle of trunk;L02231;general equivalence mapping(medicare)
6802;Carbuncle and furuncle of trunk;L02232;general equivalence mapping(medicare)
6802;Carbuncle and furuncle of trunk;L02233;general equivalence mapping(medicare)
6802;Carbuncle and furuncle of trunk;L02234;general equivalence mapping(medicare)
6802;Carbuncle and furuncle of trunk;L02235;general equivalence mapping(medicare)
6802;Carbuncle and furuncle of trunk;L02236;general equivalence mapping(medicare)
6802;Carbuncle and furuncle of trunk;L02239;general equivalence mapping(medicare)
9839;Toxic effect of caustic, unspecified;T541X1A;general equivalence mapping(medicare)
9839;Toxic effect of caustic, unspecified;T541X2A;general equivalence mapping(medicare)
9839;Toxic effect of caustic, unspecified;T541X3A;general equivalence mapping(medicare)
9839;Toxic effect of caustic, unspecified;T541X4A;general equivalence mapping(medicare)
9839;Toxic effect of caustic, unspecified;T5491XA;general equivalence mapping(medicare)
9839;Toxic effect of caustic, unspecified;T5492XA;general equivalence mapping(medicare)
9839;Toxic effect of caustic, unspecified;T5493XA;general equivalence mapping(medicare)
9839;Toxic effect of caustic, unspecified;T5494XA;general equivalence mapping(medicare)
9839;Toxic effect of caustic, unspecified;T571X1A;general equivalence mapping(medicare)
9839;Toxic effect of caustic, unspecified;T571X2A;general equivalence mapping(medicare)
9839;Toxic effect of caustic, unspecified;T571X3A;general equivalence mapping(medicare)
9839;Toxic effect of caustic, unspecified;T571X4A;general equivalence mapping(medicare)
9472;Burn of esophagus;T281XXA;general equivalence mapping(medicare)
9472;Burn of esophagus;T286XXA;general equivalence mapping(medicare)
9471;Burn of larynx, trachea, and lung;T271XXA;general equivalence mapping(medicare)
9471;Burn of larynx, trachea, and lung;T275XXA;general equivalence mapping(medicare)
80711;Open fracture of one rib;S2239XB;general equivalence mapping(medicare)
42299;Other acute myocarditis;I408;general equivalence mapping(medicare)
63791;Unspecified abortion, without mention of complication, incomplete;Z332;general equivalence mapping(medicare)
8483;Sprain of ribs;S2341XA;general equivalence mapping(medicare)
9031;Injury to brachial blood vessels;S45109A;general equivalence mapping(medicare)
9031;Injury to brachial blood vessels;S45209A;general equivalence mapping(medicare)
V4509;Other specified cardiac device in situ;Z95818;general equivalence mapping(medicare)
36910;Moderate or severe impairment, better eye, impairment level not further specified;H5410;general equivalence mapping(medicare)
E8642;Accidental poisoning by caustic alkalis not elsewhere classified;NoDx;general equivalence mapping(medicare)
E8642;Accidental poisoning by caustic alkalis not elsewhere classified;T40.9X5D;manual matching
71951;Stiffness of joint, not elsewhere classified, shoulder region;M25619;general equivalence mapping(medicare)
67124;Superficial thrombophlebitis complicating pregnancy and the puerperium, postpartum condition or complication;O870;general equivalence mapping(medicare)
25512;Conn's syndrome;E2601;general equivalence mapping(medicare)
6963;Pityriasis rosea;L42;general equivalence mapping(medicare)
32361;Infectious acute disseminated encephalomyelitis (ADEM);G0400;general equivalence mapping(medicare)
32361;Infectious acute disseminated encephalomyelitis (ADEM);G0401;general equivalence mapping(medicare)
32361;Infectious acute disseminated encephalomyelitis (ADEM);G0439;general equivalence mapping(medicare)
7141;Felty's syndrome;M0500;general equivalence mapping(medicare)
E0079;Other activity involving other sports and athletes played as a team or group;Y9369;general equivalence mapping(medicare)
53640;Gastrostomy complication, unspecified;K9420;general equivalence mapping(medicare)
99952;Other serum reaction due to vaccination;T8062XA;general equivalence mapping(medicare)
0049;Shigellosis, unspecified;A039;general equivalence mapping(medicare)
9745;Poisoning by electrolytic, caloric, and water-balance agents;T503X1A;general equivalence mapping(medicare)
9745;Poisoning by electrolytic, caloric, and water-balance agents;T503X2A;general equivalence mapping(medicare)
9745;Poisoning by electrolytic, caloric, and water-balance agents;T503X3A;general equivalence mapping(medicare)
9745;Poisoning by electrolytic, caloric, and water-balance agents;T503X4A;general equivalence mapping(medicare)
65813;Premature rupture of membranes, antepartum condition or complication;O42011;general equivalence mapping(medicare)
65813;Premature rupture of membranes, antepartum condition or complication;O42012;general equivalence mapping(medicare)
65813;Premature rupture of membranes, antepartum condition or complication;O42013;general equivalence mapping(medicare)
4353;Vertebrobasilar artery syndrome;G450;general equivalence mapping(medicare)
7570;Hereditary edema of legs;Q820;general equivalence mapping(medicare)
5088;Respiratory conditions due to other specified external agents;J708;general equivalence mapping(medicare)
94420;Blisters, epidermal loss [second degree] of hand, unspecified site;T23209A;general equivalence mapping(medicare)
94420;Blisters, epidermal loss [second degree] of hand, unspecified site;T23609A;general equivalence mapping(medicare)
V8904;Suspected problem with fetal growth not found;Z0374;general equivalence mapping(medicare)
65923;Maternal pyrexia during labor, unspecified, antepartum condition or complication;O752;general equivalence mapping(medicare)
37856;Total ophthalmoplegia;H4930;general equivalence mapping(medicare)
36441;Hyphema of iris and ciliary body;H2103;general equivalence mapping(medicare)
